Stage1,Stage2,Stage3,Stages,Switches,Cap,Slew1,Slew2,Slew3,Ileak,MaxI,EndTime
88,1,31,3,120,10.198e-12,0.0753326,0.0014,0.026893999999999998,0.47e-6,3.669e-03,4.292e-09
88,31,1,3,120,10.198e-12,0.0753326,0.026893999999999998,0.0014,0.47e-6,3.667e-03,4.297e-09
31,88,1,3,120,10.198e-12,0.026893999999999998,0.0753326,0.0014,0.47e-6,3.649e-03,4.269e-09
31,1,88,3,120,10.198e-12,0.026893999999999998,0.0014,0.0753326,0.47e-6,3.643e-03,4.306e-09
1,88,31,3,120,10.198e-12,0.0014,0.0753326,0.026893999999999998,0.47e-6,3.667e-03,4.313e-09
32,1,87,3,120,10.198e-12,0.027743800000000002,0.0014,0.07448280000000002,0.47e-6,3.644e-03,4.304e-09
32,87,1,3,120,10.198e-12,0.027743800000000002,0.07448280000000002,0.0014,0.47e-6,3.648e-03,4.310e-09
87,32,1,3,120,10.198e-12,0.07448280000000002,0.027743800000000002,0.0014,0.47e-6,3.668e-03,4.303e-09
1,32,87,3,120,10.198e-12,0.0014,0.027743800000000002,0.07448280000000002,0.47e-6,3.649e-03,4.352e-09
1,87,32,3,120,10.198e-12,0.0014,0.07448280000000002,0.027743800000000002,0.47e-6,3.667e-03,4.314e-09
87,1,32,3,120,10.198e-12,0.07448280000000002,0.0014,0.027743800000000002,0.47e-6,3.670e-03,4.313e-09
86,33,1,3,120,10.198e-12,0.07363300000000002,0.0285936,0.0014,0.47e-6,3.669e-03,4.305e-09
1,86,33,3,120,10.198e-12,0.0014,0.07363300000000002,0.0285936,0.47e-6,3.669e-03,4.320e-09
1,33,86,3,120,10.198e-12,0.0014,0.0285936,0.07363300000000002,0.47e-6,3.650e-03,4.358e-09
33,86,1,3,120,10.198e-12,0.0285936,0.07363300000000002,0.0014,0.47e-6,3.649e-03,4.322e-09
86,1,33,3,120,10.198e-12,0.07363300000000002,0.0014,0.0285936,0.47e-6,3.671e-03,4.280e-09
33,1,86,3,120,10.198e-12,0.0285936,0.0014,0.07363300000000002,0.47e-6,3.645e-03,4.288e-09
1,34,85,3,120,10.198e-12,0.0014,0.029443399999999998,0.0727832,0.47e-6,3.653e-03,4.341e-09
85,1,34,3,120,10.198e-12,0.0727832,0.0014,0.029443399999999998,0.47e-6,3.671e-03,4.266e-09
1,85,34,3,120,10.198e-12,0.0014,0.0727832,0.029443399999999998,0.47e-6,3.671e-03,4.324e-09
34,85,1,3,120,10.198e-12,0.029443399999999998,0.0727832,0.0014,0.47e-6,3.652e-03,4.287e-09
34,1,85,3,120,10.198e-12,0.029443399999999998,0.0014,0.0727832,0.47e-6,3.645e-03,4.318e-09
85,34,1,3,120,10.198e-12,0.0727832,0.029443399999999998,0.0014,0.47e-6,3.672e-03,4.262e-09
1,35,84,3,120,10.198e-12,0.0014,0.0302932,0.07193340000000001,0.47e-6,3.655e-03,4.324e-09
35,84,1,3,120,10.198e-12,0.0302932,0.07193340000000001,0.0014,0.47e-6,3.652e-03,4.316e-09
35,1,84,3,120,10.198e-12,0.0302932,0.0014,0.07193340000000001,0.47e-6,3.646e-03,4.301e-09
84,35,1,3,120,10.198e-12,0.07193340000000001,0.0302932,0.0014,0.47e-6,3.671e-03,4.302e-09
1,84,35,3,120,10.198e-12,0.0014,0.07193340000000001,0.0302932,0.47e-6,3.672e-03,4.323e-09
84,1,35,3,120,10.198e-12,0.07193340000000001,0.0014,0.0302932,0.47e-6,3.672e-03,4.288e-09
83,36,1,3,120,10.198e-12,0.07108360000000001,0.031142999999999997,0.0014,0.47e-6,3.672e-03,4.280e-09
1,83,36,3,120,10.198e-12,0.0014,0.07108360000000001,0.031142999999999997,0.47e-6,3.674e-03,4.309e-09
36,83,1,3,120,10.198e-12,0.031142999999999997,0.07108360000000001,0.0014,0.47e-6,3.653e-03,4.290e-09
83,1,36,3,120,10.198e-12,0.07108360000000001,0.0014,0.031142999999999997,0.47e-6,3.672e-03,4.286e-09
36,1,83,3,120,10.198e-12,0.031142999999999997,0.0014,0.07108360000000001,0.47e-6,3.647e-03,4.340e-09
1,36,83,3,120,10.198e-12,0.0014,0.031142999999999997,0.07108360000000001,0.47e-6,3.656e-03,4.304e-09
82,1,37,3,120,10.198e-12,0.0702338,0.0014,0.0319928,0.47e-6,3.673e-03,4.314e-09
82,37,1,3,120,10.198e-12,0.0702338,0.0319928,0.0014,0.47e-6,3.676e-03,4.270e-09
37,1,82,3,120,10.198e-12,0.0319928,0.0014,0.0702338,0.47e-6,3.647e-03,4.326e-09
1,82,37,3,120,10.198e-12,0.0014,0.0702338,0.0319928,0.47e-6,3.675e-03,4.324e-09
1,37,82,3,120,10.198e-12,0.0014,0.0319928,0.0702338,0.47e-6,3.657e-03,4.335e-09
37,82,1,3,120,10.198e-12,0.0319928,0.0702338,0.0014,0.47e-6,3.654e-03,4.294e-09
38,1,81,3,120,10.198e-12,0.0328426,0.0014,0.069384,0.47e-6,3.648e-03,4.296e-09
1,38,81,3,120,10.198e-12,0.0014,0.0328426,0.069384,0.47e-6,3.658e-03,4.313e-09
